Website,Link,Broadband Provider,Link Load Time (Average of 5 tries),Link is dead or timed out (Y/N)
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,496.0,N
https://www.usa.gov/,https://www.usa.gov/credit,ACT-Fibernet,493.0,N
https://www.usa.gov/,https://www.usa.gov/credit-reports,ACT-Fibernet,816.6,N
https://www.usa.gov/,https://www.usa.gov/debt,ACT-Fibernet,448.0,N
https://www.usa.gov/,https://www.usa.gov/currency,ACT-Fibernet,395.0,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,515.8,N
https://www.usa.gov/,https://www.usa.gov/finding-home,ACT-Fibernet,613.0,N
https://www.usa.gov/,https://www.usa.gov/foreclosure,ACT-Fibernet,501.6,N
https://www.usa.gov/,https://www.usa.gov/buying-home,ACT-Fibernet,582.8,N
https://www.usa.gov/,https://www.usa.gov/housing-help-audiences,ACT-Fibernet,457.6,N
https://www.usa.gov/,https://www.usa.gov/housing-scams,ACT-Fibernet,486.8,N
https://www.usa.gov/,https://www.usa.gov/housing-complaints,ACT-Fibernet,452.0,N
https://www.usa.gov/,https://www.usa.gov/mortgages,ACT-Fibernet,425.0,N
https://www.usa.gov/,https://www.usa.gov/moving,ACT-Fibernet,378.6,N
https://www.usa.gov/,https://www.usa.gov/repairing-home,ACT-Fibernet,426.4,N
https://www.usa.gov/,https://www.usa.gov/post-office,ACT-Fibernet,429.8,N
https://www.usa.gov/,https://www.usa.gov/retirement,ACT-Fibernet,568.2,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,355.0,N
https://www.usa.gov/,https://www.usa.gov/cars,ACT-Fibernet,403.8,N
https://www.usa.gov/,https://www.usa.gov/donate-to-charity,ACT-Fibernet,610.4,N
https://www.usa.gov/,https://www.usa.gov/mortgages,ACT-Fibernet,455.2,N
https://www.usa.gov/,https://www.usa.gov/retirement,ACT-Fibernet,532.8,N
https://www.usa.gov/,https://www.usa.gov/state-lotteries,ACT-Fibernet,513.6,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,452.6,N
https://www.usa.gov/,https://www.usa.gov/filing-taxes-topics,ACT-Fibernet,465.2,N
https://www.usa.gov/,https://www.usa.gov/irs-scams,ACT-Fibernet,605.0,N
https://www.usa.gov/,https://www.usa.gov/resolve-tax-disputes,ACT-Fibernet,408.2,N
https://www.usa.gov/,https://www.usa.gov/business-taxes,ACT-Fibernet,522.6,N
https://www.usa.gov/,https://www.usa.gov/state-taxes,ACT-Fibernet,385.8,N
https://www.usa.gov/,https://www.usa.gov/check-tax-status,ACT-Fibernet,488.4,N
https://www.usa.gov/,https://www.usa.gov/check-tax-withholding,ACT-Fibernet,484.2,N
https://www.usa.gov/,https://www.usa.gov/unclaimed-money,ACT-Fibernet,374.8,N
https://www.usa.gov/,https://www.usa.gov/recalls,ACT-Fibernet,449.2,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,404.0,N
https://www.usa.gov/,https://www.usa.gov/common-scams-frauds,ACT-Fibernet,525.8,N
https://www.usa.gov/,https://www.usa.gov/housing-scams,ACT-Fibernet,483.8,N
https://www.usa.gov/,https://www.usa.gov/identity-theft,ACT-Fibernet,481.6,N
https://www.usa.gov/,https://www.usa.gov/irs-scams,ACT-Fibernet,527.2,N
https://www.usa.gov/,https://www.usa.gov/online-safety,ACT-Fibernet,459.0,N
https://www.usa.gov/,https://www.usa.gov/privacy,ACT-Fibernet,435.2,N
https://www.usa.gov/,https://www.usa.gov/stop-scams-frauds,ACT-Fibernet,414.4,N
https://www.usa.gov/,https://www.usa.gov/state-consumer,ACT-Fibernet,479.6,N
https://www.usa.gov/,https://www.usa.gov/telemarketing,ACT-Fibernet,521.4,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,400.2,N
https://www.usa.gov/,https://www.usa.gov/covid-vaccine-and-testing,ACT-Fibernet,577.0,N
https://www.usa.gov/,https://www.usa.gov/covid-small-business-loans,ACT-Fibernet,575.4,N
https://www.usa.gov/,https://www.usa.gov/covid-unemployment-benefits,ACT-Fibernet,431.2,N
https://www.usa.gov/,https://www.usa.gov/covid-stimulus-checks,ACT-Fibernet,535.2,N
https://www.usa.gov/,https://www.usa.gov/covid-financial-help-from-the-government,ACT-Fibernet,456.6,N
https://www.usa.gov/,https://www.usa.gov/federal-covid-response,ACT-Fibernet,538.2,N
https://www.usa.gov/,https://www.usa.gov/covid-passports-and-travel,ACT-Fibernet,424.0,N
https://www.usa.gov/,https://www.usa.gov/covid-scams,ACT-Fibernet,542.8,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,466.4,N
https://www.usa.gov/,https://www.usa.gov/disability-benefits-insurance,ACT-Fibernet,635.4,N
https://www.usa.gov/,https://www.usa.gov/disability-caregiver,ACT-Fibernet,438.2,N
https://www.usa.gov/,https://www.usa.gov/disability-financial-support,ACT-Fibernet,543.2,N
https://www.usa.gov/,https://www.usa.gov/disability-programs,ACT-Fibernet,483.0,N
https://www.usa.gov/,https://www.usa.gov/disability-jobs-education,ACT-Fibernet,505.6,N
https://www.usa.gov/,https://www.usa.gov/disability-veterans-benefits,ACT-Fibernet,449.2,N
https://www.usa.gov/,https://www.usa.gov/disability-rights,ACT-Fibernet,464.4,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,370.0,N
https://www.usa.gov/,https://www.usa.gov/after-disaster,ACT-Fibernet,661.8,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,496.4,N
https://www.usa.gov/,https://www.usa.gov/disaster-help-workers-businesses,ACT-Fibernet,411.8,N
https://www.usa.gov/,https://www.usa.gov/disaster-help-food-housing-bills,ACT-Fibernet,669.0,N
https://www.usa.gov/,https://www.usa.gov/disaster-area-help,ACT-Fibernet,486.4,N
https://www.usa.gov/,https://www.usa.gov/help-disaster-survivors,ACT-Fibernet,468.4,N
https://www.usa.gov/,https://www.usa.gov/state-emergency-management,ACT-Fibernet,372.6,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,581.4,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,454.2,N
https://www.usa.gov/,https://www.usa.gov/after-disaster,ACT-Fibernet,1160.2,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,517.8,N
https://www.usa.gov/,https://www.usa.gov/disaster-help-workers-businesses,ACT-Fibernet,459.8,N
https://www.usa.gov/,https://www.usa.gov/disaster-help-food-housing-bills,ACT-Fibernet,443.4,N
https://www.usa.gov/,https://www.usa.gov/disaster-area-help,ACT-Fibernet,800.0,N
https://www.usa.gov/,https://www.usa.gov/help-disaster-survivors,ACT-Fibernet,418.8,N
https://www.usa.gov/,https://www.usa.gov/state-emergency-management,ACT-Fibernet,421.6,N
https://www.usa.gov/,https://www.usa.gov/pollution,ACT-Fibernet,429.0,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,565.8,N
https://www.usa.gov/,https://www.usa.gov/higher-education,ACT-Fibernet,692.2,N
https://www.usa.gov/,https://www.usa.gov/financial-aid,ACT-Fibernet,378.4,N
https://www.usa.gov/,https://www.usa.gov/child-care,ACT-Fibernet,433.2,N
https://www.usa.gov/,https://www.usa.gov/study-in-US,ACT-Fibernet,456.8,N
https://www.usa.gov/,https://www.usa.gov/libraries,ACT-Fibernet,496.0,N
https://www.usa.gov/,https://www.usa.gov/student-loans,ACT-Fibernet,541.8,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,524.2,N
https://www.usa.gov/,https://www.usa.gov/federal-agencies,ACT-Fibernet,406.8,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,456.2,N
https://www.usa.gov/,https://www.usa.gov/flag,ACT-Fibernet,548.4,N
https://www.usa.gov/,https://www.usa.gov/branches-of-government,ACT-Fibernet,636.0,N
https://www.usa.gov/,https://www.usa.gov/budget,ACT-Fibernet,737.4,N
https://www.usa.gov/,https://www.usa.gov/statistics,ACT-Fibernet,456.4,N
https://www.usa.gov/,https://www.usa.gov/history,ACT-Fibernet,441.4,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,418.0,N
https://www.usa.gov/,https://www.usa.gov/complaints,ACT-Fibernet,472.4,N
https://www.usa.gov/,https://www.usa.gov/crime-prison,ACT-Fibernet,446.2,N
https://www.usa.gov/,https://www.usa.gov/laws-and-regs,ACT-Fibernet,500.8,N
https://www.usa.gov/,https://www.usa.gov/labor-laws,ACT-Fibernet,816.6,N
https://www.usa.gov/,https://www.usa.gov/family,ACT-Fibernet,417.6,N
https://www.usa.gov/,https://www.usa.gov/scams-and-frauds,ACT-Fibernet,450.8,N
https://www.usa.gov/,https://www.usa.gov/government-works,ACT-Fibernet,431.4,N
https://www.usa.gov/,https://www.usa.gov/voting-laws-history,ACT-Fibernet,523.6,N
https://www.usa.gov/,https://www.usa.gov/disability-rights,ACT-Fibernet,438.6,N
https://www.usa.gov/,https://www.usa.gov/life-in-the-us,ACT-Fibernet,428.8,N
https://www.usa.gov/,https://www.usa.gov/presidents,ACT-Fibernet,691.6,N
https://www.usa.gov/,https://www.usa.gov/branches-of-government,ACT-Fibernet,695.2,N
https://www.usa.gov/,https://www.usa.gov/budget,ACT-Fibernet,430.4,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,561.0,N
https://www.usa.gov/,https://www.usa.gov/auctions-and-sales,ACT-Fibernet,436.4,N
https://www.usa.gov/,https://www.usa.gov/state-surplus-sales,ACT-Fibernet,509.6,N
https://www.usa.gov/,https://www.usa.gov/elected-officials,ACT-Fibernet,430.4,N
https://www.usa.gov/,https://www.usa.gov/forms,ACT-Fibernet,365.6,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,478.6,N
https://www.usa.gov/,https://www.usa.gov/elected-officials,ACT-Fibernet,514.0,N
https://www.usa.gov/,https://www.usa.gov/state-governor,ACT-Fibernet,462.0,N
https://www.usa.gov/,https://www.usa.gov/tribes,ACT-Fibernet,412.6,N
https://www.usa.gov/,https://www.usa.gov/local-governments,ACT-Fibernet,484.4,N
https://www.usa.gov/,https://www.usa.gov/state-attorney-general,ACT-Fibernet,415.6,N
https://www.usa.gov/,https://www.usa.gov/state-consumer,ACT-Fibernet,477.8,N
https://www.usa.gov/,https://www.usa.gov/state-emergency-management,ACT-Fibernet,474.2,N
https://www.usa.gov/,https://www.usa.gov/states-and-territories,ACT-Fibernet,425.8,N
https://www.usa.gov/,https://www.usa.gov/state-health,ACT-Fibernet,458.0,N
https://www.usa.gov/,https://www.usa.gov/state-courts,ACT-Fibernet,617.6,N
https://www.usa.gov/,https://www.usa.gov/state-travel-and-tourism,ACT-Fibernet,448.2,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,458.4,N
https://www.usa.gov/,https://www.usa.gov/doctors,ACT-Fibernet,472.2,N
https://www.usa.gov/,https://www.usa.gov/child-care,ACT-Fibernet,456.4,N
https://www.usa.gov/,https://www.usa.gov/health-resources,ACT-Fibernet,580.6,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,422.6,N
https://www.usa.gov/,https://www.usa.gov/finding-health-insurance,ACT-Fibernet,505.6,N
https://www.usa.gov/,https://www.usa.gov/medicaid,ACT-Fibernet,454.0,N
https://www.usa.gov/,https://www.usa.gov/medicare,ACT-Fibernet,446.2,N
https://www.usa.gov/,https://www.usa.gov/paying-for-medical,ACT-Fibernet,564.8,N
https://www.usa.gov/,https://www.usa.gov/medicine,ACT-Fibernet,451.0,N
https://www.usa.gov/,https://www.usa.gov/mental-health-substance-abuse,ACT-Fibernet,414.6,N
https://www.usa.gov/,https://www.usa.gov/state-health,ACT-Fibernet,447.4,N
https://www.usa.gov/,https://www.usa.gov/vaccinations,ACT-Fibernet,490.2,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,526.6,N
https://www.usa.gov/,https://www.usa.gov/finding-home,ACT-Fibernet,559.8,N
https://www.usa.gov/,https://www.usa.gov/foreclosure,ACT-Fibernet,467.6,N
https://www.usa.gov/,https://www.usa.gov/buying-home,ACT-Fibernet,414.2,N
https://www.usa.gov/,https://www.usa.gov/housing-help-audiences,ACT-Fibernet,439.8,N
https://www.usa.gov/,https://www.usa.gov/housing-scams,ACT-Fibernet,469.0,N
https://www.usa.gov/,https://www.usa.gov/housing-complaints,ACT-Fibernet,633.4,N
https://www.usa.gov/,https://www.usa.gov/mortgages,ACT-Fibernet,415.4,N
https://www.usa.gov/,https://www.usa.gov/moving,ACT-Fibernet,429.2,N
https://www.usa.gov/,https://www.usa.gov/repairing-home,ACT-Fibernet,522.2,N
https://www.usa.gov/,https://www.usa.gov/post-office,ACT-Fibernet,492.6,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,421.8,N
https://www.usa.gov/,https://www.usa.gov/labor-laws,ACT-Fibernet,419.2,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,554.0,N
https://www.usa.gov/,https://www.usa.gov/government-jobs,ACT-Fibernet,444.8,N
https://www.usa.gov/,https://www.usa.gov/find-a-job,ACT-Fibernet,395.8,N
https://www.usa.gov/,https://www.usa.gov/retirement,ACT-Fibernet,571.4,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,509.0,N
https://www.usa.gov/,https://www.usa.gov/business-search,ACT-Fibernet,546.2,N
https://www.usa.gov/,https://www.usa.gov/funding-options,ACT-Fibernet,416.6,N
https://www.usa.gov/,https://www.usa.gov/import-export,ACT-Fibernet,409.4,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,444.2,N
https://www.usa.gov/,https://www.usa.gov/expand-business,ACT-Fibernet,465.8,N
https://www.usa.gov/,https://www.usa.gov/find-government-contracts,ACT-Fibernet,4034.4,N
https://www.usa.gov/,https://www.usa.gov/business-taxes,ACT-Fibernet,538.0,N
https://www.usa.gov/,https://www.usa.gov/start-business,ACT-Fibernet,411.6,N
https://www.usa.gov/,https://www.usa.gov/state-business,ACT-Fibernet,621.2,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,499.0,N
https://www.usa.gov/,https://www.usa.gov/government-jobs,ACT-Fibernet,409.6,N
https://www.usa.gov/,https://www.usa.gov/benefits-for-federal-employees,ACT-Fibernet,465.2,N
https://www.usa.gov/,https://www.usa.gov/safer-federal-workforce,ACT-Fibernet,987.0,N
https://www.usa.gov/,https://www.usa.gov/unemployment,ACT-Fibernet,375.6,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,476.8,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,425.0,N
https://www.usa.gov/,https://www.usa.gov/complaint-against-government,ACT-Fibernet,294.8,N
https://www.usa.gov/,https://www.usa.gov/consumer-complaints,ACT-Fibernet,247.8,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,239.0,N
https://www.usa.gov/,https://www.usa.gov/complaints-lender,ACT-Fibernet,247.0,N
https://www.usa.gov/,https://www.usa.gov/car-complaints,ACT-Fibernet,365.8,N
https://www.usa.gov/,https://www.usa.gov/housing-complaints,ACT-Fibernet,264.0,N
https://www.usa.gov/,https://www.usa.gov/phone-tv-complaints,ACT-Fibernet,312.2,N
https://www.usa.gov/,https://www.usa.gov/travel-complaint,ACT-Fibernet,434.6,N
https://www.usa.gov/,https://www.usa.gov/post-office,ACT-Fibernet,305.6,N
https://www.usa.gov/,https://www.usa.gov/complaint-letter,ACT-Fibernet,223.4,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,295.8,N
https://www.usa.gov/,https://www.usa.gov/crimes-against-children,ACT-Fibernet,351.2,N
https://www.usa.gov/,https://www.usa.gov/prisons,ACT-Fibernet,230.0,N
https://www.usa.gov/,https://www.usa.gov/report-crime,ACT-Fibernet,231.2,N
https://www.usa.gov/,https://www.usa.gov/corrections,ACT-Fibernet,247.8,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,314.6,N
https://www.usa.gov/,https://www.usa.gov/branches-of-government,ACT-Fibernet,336.0,N
https://www.usa.gov/,https://www.usa.gov/laws-and-regulations,ACT-Fibernet,238.8,N
https://www.usa.gov/,https://www.usa.gov/how-laws-are-made,ACT-Fibernet,257.4,N
https://www.usa.gov/,https://www.usa.gov/labor-laws,ACT-Fibernet,256.0,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,265.8,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,229.8,N
https://www.usa.gov/,https://www.usa.gov/complaint-against-government,ACT-Fibernet,263.6,N
https://www.usa.gov/,https://www.usa.gov/consumer-complaints,ACT-Fibernet,243.4,N
https://www.usa.gov/,https://www.usa.gov/complaints-by-product,ACT-Fibernet,258.0,N
https://www.usa.gov/,https://www.usa.gov/complaint-letter,ACT-Fibernet,261.4,N
https://www.usa.gov/,https://www.usa.gov/family-legal,ACT-Fibernet,311.8,N
https://www.usa.gov/,https://www.usa.gov/genealogy,ACT-Fibernet,273.8,N
https://www.usa.gov/,https://www.usa.gov/legal-aid,ACT-Fibernet,253.6,N
https://www.usa.gov/,https://www.usa.gov/replace-vital-documents,ACT-Fibernet,280.0,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,246.8,N
https://www.usa.gov/,https://www.usa.gov/common-scams-frauds,ACT-Fibernet,321.4,N
https://www.usa.gov/,https://www.usa.gov/housing-scams,ACT-Fibernet,245.6,N
https://www.usa.gov/,https://www.usa.gov/identity-theft,ACT-Fibernet,341.6,N
https://www.usa.gov/,https://www.usa.gov/irs-scams,ACT-Fibernet,258.4,N
https://www.usa.gov/,https://www.usa.gov/online-safety,ACT-Fibernet,301.4,N
https://www.usa.gov/,https://www.usa.gov/privacy,ACT-Fibernet,258.6,N
https://www.usa.gov/,https://www.usa.gov/stop-scams-frauds,ACT-Fibernet,257.2,N
https://www.usa.gov/,https://www.usa.gov/government-works,ACT-Fibernet,226.8,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,288.4,N
https://www.usa.gov/,https://www.usa.gov/election-results,ACT-Fibernet,236.2,N
https://www.usa.gov/,https://www.usa.gov/voter-id,ACT-Fibernet,240.6,N
https://www.usa.gov/,https://www.usa.gov/voting-laws,ACT-Fibernet,332.6,N
https://www.usa.gov/,https://www.usa.gov/who-can-vote,ACT-Fibernet,243.0,N
https://www.usa.gov/,https://www.usa.gov/disability-rights,ACT-Fibernet,246.6,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,228.4,N
https://www.usa.gov/,https://www.usa.gov/join-military,ACT-Fibernet,1196.8,N
https://www.usa.gov/,https://www.usa.gov/military-personnel-and-installations,ACT-Fibernet,221.6,N
https://www.usa.gov/,https://www.usa.gov/education-military-veterans,ACT-Fibernet,256.2,N
https://www.usa.gov/,https://www.usa.gov/military-pay,ACT-Fibernet,364.6,N
https://www.usa.gov/,https://www.usa.gov/military-assistance,ACT-Fibernet,331.4,N
https://www.usa.gov/,https://www.usa.gov/military-records,ACT-Fibernet,278.0,N
https://www.usa.gov/,https://www.usa.gov/selective-service,ACT-Fibernet,231.6,N
https://www.usa.gov/,https://www.usa.gov/veteran-burial-benefits,ACT-Fibernet,271.6,N
https://www.usa.gov/,https://www.usa.gov/veteran-health,ACT-Fibernet,243.4,N
https://www.usa.gov/,https://www.usa.gov/veteran-housing,ACT-Fibernet,294.8,N
https://www.usa.gov/,https://www.usa.gov/veteran-employment,ACT-Fibernet,219.8,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,332.0,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,226.8,N
https://www.usa.gov/,https://www.usa.gov/finding-home,ACT-Fibernet,269.6,N
https://www.usa.gov/,https://www.usa.gov/benefits,ACT-Fibernet,303.2,N
https://www.usa.gov/,https://www.usa.gov/financial-aid,ACT-Fibernet,231.0,N
https://www.usa.gov/,https://www.usa.gov/food-help,ACT-Fibernet,259.8,N
https://www.usa.gov/,https://www.usa.gov/grants,ACT-Fibernet,243.0,N
https://www.usa.gov/,https://www.usa.gov/help-with-bills,ACT-Fibernet,320.8,N
https://www.usa.gov/,https://www.usa.gov/military-assistance,ACT-Fibernet,229.4,N
https://www.usa.gov/,https://www.usa.gov/retirement,ACT-Fibernet,420.4,N
https://www.usa.gov/,https://www.usa.gov/about-social-security,ACT-Fibernet,263.2,N
https://www.usa.gov/,https://www.usa.gov/state-social-services,ACT-Fibernet,286.0,N
https://www.usa.gov/,https://www.usa.gov/unemployment,ACT-Fibernet,335.6,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,261.4,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,252.0,N
https://www.usa.gov/,https://www.usa.gov/complaint-against-government,ACT-Fibernet,246.2,N
https://www.usa.gov/,https://www.usa.gov/consumer-complaints,ACT-Fibernet,333.0,N
https://www.usa.gov/,https://www.usa.gov/complaints-by-product,ACT-Fibernet,291.2,N
https://www.usa.gov/,https://www.usa.gov/complaint-letter,ACT-Fibernet,222.2,N
https://www.usa.gov/,https://www.usa.gov/recalls,ACT-Fibernet,327.8,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,233.4,N
https://www.usa.gov/,https://www.usa.gov/common-scams-frauds,ACT-Fibernet,331.2,N
https://www.usa.gov/,https://www.usa.gov/housing-scams,ACT-Fibernet,276.4,N
https://www.usa.gov/,https://www.usa.gov/identity-theft,ACT-Fibernet,263.2,N
https://www.usa.gov/,https://www.usa.gov/irs-scams,ACT-Fibernet,239.4,N
https://www.usa.gov/,https://www.usa.gov/online-safety,ACT-Fibernet,294.4,N
https://www.usa.gov/,https://www.usa.gov/privacy,ACT-Fibernet,253.4,N
https://www.usa.gov/,https://www.usa.gov/stop-scams-frauds,ACT-Fibernet,229.8,N
https://www.usa.gov/,https://www.usa.gov/state-consumer,ACT-Fibernet,231.2,N
https://www.usa.gov/,https://www.usa.gov/telemarketing,ACT-Fibernet,290.8,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,227.6,N
https://www.usa.gov/,https://www.usa.gov/credit,ACT-Fibernet,237.2,N
https://www.usa.gov/,https://www.usa.gov/credit-reports,ACT-Fibernet,306.4,N
https://www.usa.gov/,https://www.usa.gov/debt,ACT-Fibernet,292.0,N
https://www.usa.gov/,https://www.usa.gov/currency,ACT-Fibernet,253.6,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,215.6,N
https://www.usa.gov/,https://www.usa.gov/finding-home,ACT-Fibernet,284.0,N
https://www.usa.gov/,https://www.usa.gov/foreclosure,ACT-Fibernet,255.0,N
https://www.usa.gov/,https://www.usa.gov/buying-home,ACT-Fibernet,245.2,N
https://www.usa.gov/,https://www.usa.gov/housing-help-audiences,ACT-Fibernet,1591.2,N
https://www.usa.gov/,https://www.usa.gov/housing-scams,ACT-Fibernet,1510.2,N
https://www.usa.gov/,https://www.usa.gov/housing-complaints,ACT-Fibernet,401.6,N
https://www.usa.gov/,https://www.usa.gov/mortgages,ACT-Fibernet,358.8,N
https://www.usa.gov/,https://www.usa.gov/moving,ACT-Fibernet,246.2,N
https://www.usa.gov/,https://www.usa.gov/repairing-home,ACT-Fibernet,322.2,N
https://www.usa.gov/,https://www.usa.gov/post-office,ACT-Fibernet,246.8,N
https://www.usa.gov/,https://www.usa.gov/retirement,ACT-Fibernet,428.8,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,310.0,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,237.6,N
https://www.usa.gov/,https://www.usa.gov/car-complaints,ACT-Fibernet,243.0,N
https://www.usa.gov/,https://www.usa.gov/motor-vehicle-services,ACT-Fibernet,299.0,N
https://www.usa.gov/,https://www.usa.gov/donate-to-charity,ACT-Fibernet,288.4,N
https://www.usa.gov/,https://www.usa.gov/mortgages,ACT-Fibernet,250.8,N
https://www.usa.gov/,https://www.usa.gov/retirement,ACT-Fibernet,416.2,N
https://www.usa.gov/,https://www.usa.gov/state-lotteries,ACT-Fibernet,232.6,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,221.2,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,242.6,N
https://www.usa.gov/,https://www.usa.gov/who-needs-to-file-taxes,ACT-Fibernet,242.2,N
https://www.usa.gov/,https://www.usa.gov/help-with-taxes,ACT-Fibernet,224.8,N
https://www.usa.gov/,https://www.usa.gov/get-tax-forms,ACT-Fibernet,254.8,N
https://www.usa.gov/,https://www.usa.gov/file-taxes,ACT-Fibernet,266.6,N
https://www.usa.gov/,https://www.usa.gov/business-taxes,ACT-Fibernet,242.2,N
https://www.usa.gov/,https://www.usa.gov/state-taxes,ACT-Fibernet,219.2,N
https://www.usa.gov/,https://www.usa.gov/tax-benefits,ACT-Fibernet,257.4,N
https://www.usa.gov/,https://www.usa.gov/irs-scams,ACT-Fibernet,274.2,N
https://www.usa.gov/,https://www.usa.gov/resolve-tax-disputes,ACT-Fibernet,227.4,N
https://www.usa.gov/,https://www.usa.gov/business-taxes,ACT-Fibernet,238.2,N
https://www.usa.gov/,https://www.usa.gov/state-taxes,ACT-Fibernet,373.8,N
https://www.usa.gov/,https://www.usa.gov/check-tax-status,ACT-Fibernet,244.6,N
https://www.usa.gov/,https://www.usa.gov/check-tax-withholding,ACT-Fibernet,210.8,N
https://www.usa.gov/,https://www.usa.gov/unclaimed-money,ACT-Fibernet,262.2,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,268.6,N
https://www.usa.gov/,https://www.usa.gov/business-search,ACT-Fibernet,303.4,N
https://www.usa.gov/,https://www.usa.gov/funding-options,ACT-Fibernet,280.0,N
https://www.usa.gov/,https://www.usa.gov/import-export,ACT-Fibernet,227.2,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,227.2,N
https://www.usa.gov/,https://www.usa.gov/expand-business,ACT-Fibernet,312.0,N
https://www.usa.gov/,https://www.usa.gov/find-government-contracts,ACT-Fibernet,1686.2,N
https://www.usa.gov/,https://www.usa.gov/business-taxes,ACT-Fibernet,407.0,N
https://www.usa.gov/,https://www.usa.gov/start-business,ACT-Fibernet,227.2,N
https://www.usa.gov/,https://www.usa.gov/state-business,ACT-Fibernet,261.2,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,377.4,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,212.4,N
https://www.usa.gov/,https://www.usa.gov/deportation,ACT-Fibernet,242.4,N
https://www.usa.gov/,https://www.usa.gov/green-cards,ACT-Fibernet,231.8,N
https://www.usa.gov/,https://www.usa.gov/become-us-citizen,ACT-Fibernet,244.2,N
https://www.usa.gov/,https://www.usa.gov/enter-us,ACT-Fibernet,238.4,N
https://www.usa.gov/,https://www.usa.gov/renounce-lose-citizenship,ACT-Fibernet,221.4,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,221.4,N
https://www.usa.gov/,https://www.usa.gov/passport,ACT-Fibernet,711.2,N
https://www.usa.gov/,https://www.usa.gov/americans-abroad,ACT-Fibernet,887.8,N
https://www.usa.gov/,https://www.usa.gov/family-outside-us,ACT-Fibernet,232.8,N
https://www.usa.gov/,https://www.usa.gov/covid-passports-and-travel,ACT-Fibernet,242.6,N
https://www.usa.gov/,https://www.usa.gov/travel-complaint,ACT-Fibernet,238.2,N
https://www.usa.gov/,https://www.usa.gov/passport-problems,ACT-Fibernet,303.4,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,221.6,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,232.0,N
https://www.usa.gov/,https://www.usa.gov/car-complaints,ACT-Fibernet,316.0,N
