Website,Link,Broadband Provider,Link Load Time (Average of 5 tries),Link is dead or timed out (Y/N)
https://www.usa.gov/,https://www.usa.gov/motor-vehicle-services,ACT-Fibernet,233.4,N
https://www.usa.gov/,https://www.usa.gov/recreation,ACT-Fibernet,224.2,N
https://www.usa.gov/,https://www.usa.gov/state-travel-and-tourism,ACT-Fibernet,255.8,N
https://www.usa.gov/,https://www.usa.gov/plane-travel,ACT-Fibernet,660.8,N
https://www.usa.gov/,https://www.usa.gov/travel-complaint,ACT-Fibernet,236.6,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,271.8,N
https://www.usa.gov/,https://www.usa.gov/visas,ACT-Fibernet,393.6,N
https://www.usa.gov/,https://www.usa.gov/visitors-driving,ACT-Fibernet,240.4,N
https://www.usa.gov/,https://www.usa.gov/study-in-US,ACT-Fibernet,232.6,N
https://www.usa.gov/,https://www.usa.gov/visa-problems,ACT-Fibernet,216.2,N
https://www.usa.gov/,https://www.usa.gov/visitors,ACT-Fibernet,240.8,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,252.4,N
https://www.usa.gov/,https://www.usa.gov/midterm-state-and-local-elections,ACT-Fibernet,280.6,N
https://www.usa.gov/,https://www.usa.gov/voter-research,ACT-Fibernet,221.0,N
https://www.usa.gov/,https://www.usa.gov/election-office,ACT-Fibernet,331.2,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,246.4,N
https://www.usa.gov/,https://www.usa.gov/absentee-voting,ACT-Fibernet,250.2,N
https://www.usa.gov/,https://www.usa.gov/voting-political-party,ACT-Fibernet,229.0,N
https://www.usa.gov/,https://www.usa.gov/election-day,ACT-Fibernet,245.4,N
https://www.usa.gov/,https://www.usa.gov/who-can-vote,ACT-Fibernet,219.0,N
https://www.usa.gov/,https://www.usa.gov/inauguration,ACT-Fibernet,233.6,N
https://www.usa.gov/,https://www.usa.gov/election,ACT-Fibernet,2200.6,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,269.0,N
https://www.usa.gov/,https://www.usa.gov/change-voter-registration,ACT-Fibernet,546.8,N
https://www.usa.gov/,https://www.usa.gov/confirm-voter-registration,ACT-Fibernet,476.2,N
https://www.usa.gov/,https://www.usa.gov/voter-registration-card,ACT-Fibernet,238.6,N
https://www.usa.gov/,https://www.usa.gov/register-to-vote,ACT-Fibernet,661.0,N
https://www.usa.gov/,https://www.usa.gov/voter-registration-age-requirements,ACT-Fibernet,396.8,N
https://www.usa.gov/,https://www.usa.gov/#,ACT-Fibernet,311.0,N
https://www.usa.gov/,https://www.usa.gov/election-results,ACT-Fibernet,231.8,N
https://www.usa.gov/,https://www.usa.gov/voter-id,ACT-Fibernet,226.6,N
https://www.usa.gov/,https://www.usa.gov/voting-laws,ACT-Fibernet,276.8,N
https://www.usa.gov/,https://www.usa.gov/who-can-vote,ACT-Fibernet,222.8,N
https://www.usa.gov/,https://www.usa.gov/#tpcs,ACT-Fibernet,336.4,N
https://www.usa.gov/,https://www.usa.gov/branches-of-government,ACT-Fibernet,323.6,N
https://www.usa.gov/,https://www.usa.gov/budget,ACT-Fibernet,287.6,N
https://www.usa.gov/,https://www.usa.gov/statistics,ACT-Fibernet,274.2,N
https://www.usa.gov/,https://www.usa.gov/history,ACT-Fibernet,230.2,N
https://www.usa.gov/,https://www.usa.gov/flag,ACT-Fibernet,248.0,N
https://www.usa.gov/,https://www.usa.gov/life-in-the-us,ACT-Fibernet,280.2,N
https://www.usa.gov/,https://www.usa.gov/presidents,ACT-Fibernet,233.4,N
https://www.usa.gov/,https://www.usa.gov/agencies,ACT-Fibernet,298.0,N
https://www.usa.gov/,https://www.usa.gov/laws,ACT-Fibernet,334.6,N
https://www.usa.gov/,https://www.usa.gov/about-the-us,ACT-Fibernet,321.0,N
https://www.usa.gov/,https://www.usa.gov/benefits,ACT-Fibernet,289.4,N
https://www.usa.gov/,https://www.usa.gov/state-social-services,ACT-Fibernet,242.8,N
https://www.usa.gov/,https://www.usa.gov/help-with-bills,ACT-Fibernet,289.8,N
https://www.usa.gov/,https://www.usa.gov/grants,ACT-Fibernet,266.4,N
https://www.usa.gov/,https://www.usa.gov/food-help,ACT-Fibernet,268.8,N
https://www.usa.gov/,https://www.usa.gov/about-social-security,ACT-Fibernet,267.6,N
https://www.usa.gov/,https://www.usa.gov/finding-home,ACT-Fibernet,254.2,N
https://www.usa.gov/,https://www.usa.gov/financial-aid,ACT-Fibernet,235.4,N
https://www.usa.gov/,https://www.usa.gov/military-assistance,ACT-Fibernet,226.4,N
https://www.usa.gov/,https://www.usa.gov/retirement,ACT-Fibernet,373.2,N
https://www.usa.gov/,https://www.usa.gov/unemployment,ACT-Fibernet,255.0,N
https://www.usa.gov/,https://www.usa.gov/benefits-grants-loans,ACT-Fibernet,290.2,N
https://www.usa.gov/,https://www.usa.gov/federal-agencies,ACT-Fibernet,325.8,N
https://www.usa.gov/,https://www.usa.gov/state-tribal-governments,ACT-Fibernet,236.6,N
https://www.usa.gov/,https://www.usa.gov/elected-officials,ACT-Fibernet,217.4,N
https://www.usa.gov/,https://www.usa.gov/forms,ACT-Fibernet,263.8,N
https://www.usa.gov/,https://www.usa.gov/buy-from-government,ACT-Fibernet,216.6,N
https://www.usa.gov/,https://www.usa.gov/about-the-us,ACT-Fibernet,228.8,N
https://www.usa.gov/,https://www.usa.gov/branches-of-government,ACT-Fibernet,376.0,N
https://www.usa.gov/,https://www.usa.gov/budget,ACT-Fibernet,269.2,N
https://www.usa.gov/,https://www.usa.gov/agencies,ACT-Fibernet,298.6,N
https://www.usa.gov/,https://www.usa.gov/job-search,ACT-Fibernet,218.0,N
https://www.usa.gov/,https://www.usa.gov/unemployment,ACT-Fibernet,256.2,N
https://www.usa.gov/,https://www.usa.gov/labor-laws,ACT-Fibernet,280.4,N
https://www.usa.gov/,https://www.usa.gov/federal-employees,ACT-Fibernet,312.6,N
https://www.usa.gov/,https://www.usa.gov/retirement,ACT-Fibernet,473.8,N
https://www.usa.gov/,https://www.usa.gov/business,ACT-Fibernet,379.8,N
https://www.usa.gov/,https://www.usa.gov/jobs-and-unemployment,ACT-Fibernet,281.8,N
https://www.usa.gov/,https://www.usa.gov/taxes,ACT-Fibernet,315.4,N
https://www.usa.gov/,https://www.usa.gov/credit-and-debt,ACT-Fibernet,239.6,N
https://www.usa.gov/,https://www.usa.gov/spend-save-invest,ACT-Fibernet,237.2,N
https://www.usa.gov/,https://www.usa.gov/unclaimed-money,ACT-Fibernet,232.8,N
https://www.usa.gov/,https://www.usa.gov/state-lotteries,ACT-Fibernet,233.2,N
https://www.usa.gov/,https://www.usa.gov/currency,ACT-Fibernet,220.8,N
https://www.usa.gov/,https://www.usa.gov/benefits-grants-loans,ACT-Fibernet,308.0,N
https://www.usa.gov/,https://www.usa.gov/consumer,ACT-Fibernet,272.6,N
https://www.usa.gov/,https://www.usa.gov/housing,ACT-Fibernet,332.2,N
https://www.usa.gov/,https://www.usa.gov/retirement,ACT-Fibernet,410.2,N
https://www.usa.gov/,https://www.usa.gov/money,ACT-Fibernet,324.4,N
https://www.usa.gov/,https://www.usa.gov/travel-abroad,ACT-Fibernet,219.4,N
https://www.usa.gov/,https://www.usa.gov/immigration-and-citizenship,ACT-Fibernet,213.8,N
https://www.usa.gov/,https://www.usa.gov/visas-and-visitors,ACT-Fibernet,215.0,N
https://www.usa.gov/,https://www.usa.gov/recreation-and-travel,ACT-Fibernet,316.8,N
https://www.usa.gov/,https://www.usa.gov/travel-and-immigration,ACT-Fibernet,324.2,N
https://www.usa.gov/,https://www.usa.gov/espanol/,ACT-Fibernet,239.8,N
https://www.usa.gov/,https://www.usa.gov/check-tax-status#item-35442,ACT-Fibernet,303.0,N
https://www.usa.gov/,https://www.usa.gov/passport,ACT-Fibernet,272.8,N
https://www.usa.gov/,https://www.usa.gov/unemployment,ACT-Fibernet,260.8,N
https://www.usa.gov/,https://www.usa.gov/disaster-help-food-housing-bills#item-214635,ACT-Fibernet,268.6,N
https://www.usa.gov/,https://www.usa.gov/coronavirus,ACT-Fibernet,403.8,N
https://www.usa.gov/,https://www.usa.gov/how-to-use,ACT-Fibernet,217.0,N
https://www.usa.gov/,https://www.usa.gov/#tpcs,ACT-Fibernet,295.6,N
https://www.usa.gov/,https://www.usa.gov/about-the-us,ACT-Fibernet,223.8,N
https://www.usa.gov/,https://www.usa.gov/benefits-grants-loans,ACT-Fibernet,236.6,N
https://www.usa.gov/,https://www.usa.gov/consumer,ACT-Fibernet,234.8,N
https://www.usa.gov/,https://www.usa.gov/coronavirus,ACT-Fibernet,228.0,N
https://www.usa.gov/,https://www.usa.gov/disability-services,ACT-Fibernet,360.2,N
https://www.usa.gov/,https://www.usa.gov/disasters-and-emergencies,ACT-Fibernet,371.6,N
https://www.usa.gov/,https://www.usa.gov/earth-and-environment,ACT-Fibernet,353.8,N
https://www.usa.gov/,https://www.usa.gov/education,ACT-Fibernet,358.8,N
https://www.usa.gov/,https://www.usa.gov/agencies,ACT-Fibernet,304.2,N
https://www.usa.gov/,https://www.usa.gov/health,ACT-Fibernet,282.2,N
https://www.usa.gov/,https://www.usa.gov/housing,ACT-Fibernet,238.8,N
https://www.usa.gov/,https://www.usa.gov/jobs-and-unemployment,ACT-Fibernet,226.4,N
https://www.usa.gov/,https://www.usa.gov/laws,ACT-Fibernet,232.6,N
https://www.usa.gov/,https://www.usa.gov/military-and-veterans,ACT-Fibernet,478.8,N
https://www.usa.gov/,https://www.usa.gov/money,ACT-Fibernet,233.0,N
https://www.usa.gov/,https://www.usa.gov/business,ACT-Fibernet,243.0,N
https://www.usa.gov/,https://www.usa.gov/travel-and-immigration,ACT-Fibernet,228.2,N
https://www.usa.gov/,https://www.usa.gov/voting,ACT-Fibernet,361.0,N
https://www.usa.gov/,https://www.usa.gov/#content,ACT-Fibernet,263.0,N
https://www.usa.gov/,https://www.usa.gov/about,ACT-Fibernet,316.0,N
https://www.usa.gov/,https://www.usa.gov/media,ACT-Fibernet,237.4,N
https://www.usa.gov/,https://www.usa.gov/developer,ACT-Fibernet,236.4,N
https://www.usa.gov/,https://www.usa.gov/site-issue-report-form,ACT-Fibernet,505.4,N
https://www.usa.gov/,https://www.usa.gov/#tpcs,ACT-Fibernet,272.8,N
https://www.usa.gov/,https://www.usa.gov/phone,ACT-Fibernet,244.0,N
https://www.usa.gov/,https://usa.gov/espanol/contactenos,ACT-Fibernet,280.8,N
https://www.usa.gov/,https://www.facebook.com/USAgov,ACT-Fibernet,788.4,N
https://www.usa.gov/,https://twitter.com/USAgov,ACT-Fibernet,190.4,N
https://www.usa.gov/,https://www.youtube.com/usagov1,ACT-Fibernet,1164.0,N
https://www.usa.gov/,https://www.instagram.com/usagov/,ACT-Fibernet,454.0,N
https://www.usa.gov/,https://www.pinterest.com/usagov/,ACT-Fibernet,2531.8,N
https://www.isro.gov.in/,http://india.gov.in/,ACT-Fibernet,323.2,N
https://www.isro.gov.in/,https://www.isro.gov.in/#block-md-megamenu-1,ACT-Fibernet,190.6,N
https://www.isro.gov.in/,https://www.isro.gov.in/#,ACT-Fibernet,107.4,N
https://www.isro.gov.in/,https://www.isro.gov.in/#,ACT-Fibernet,110.4,N
https://www.isro.gov.in/,https://www.isro.gov.in/#,ACT-Fibernet,121.2,N
https://www.isro.gov.in/,http://www.facebook.com/isro,ACT-Fibernet,1070.6,N
https://www.isro.gov.in/,http://www.twitter.com/isro,ACT-Fibernet,189.6,N
https://www.isro.gov.in/,NA,ACT-Fibernet,NA,Y
https://www.isro.gov.in/,https://www.isro.gov.in/,ACT-Fibernet,191.6,N
https://www.isro.gov.in/,https://www.isro.gov.in/,ACT-Fibernet,105.0,N
https://www.isro.gov.in/,https://www.isro.gov.in/,ACT-Fibernet,116.2,N
https://www.isro.gov.in/,https://www.isro.gov.in/update/20-feb-2020/public-notice,ACT-Fibernet,217.4,N
https://www.isro.gov.in/,https://www.isro.gov.in/career?field_isro_centre_value=icrb,ACT-Fibernet,119.8,N
https://www.isro.gov.in/,https://www.isro.gov.in/update/15-jan-2021/announcement-of-opportunity-space-theme-based-merchandize,ACT-Fibernet,278.2,N
https://www.isro.gov.in/,https://www.isro.gov.in/career?field_isro_centre_value=dos,ACT-Fibernet,107.0,N
https://www.isro.gov.in/,https://www.isro.gov.in/,ACT-Fibernet,122.8,N
https://www.isro.gov.in/,https://www.isro.gov.in/hi,ACT-Fibernet,3499.8,N
https://www.isro.gov.in/,https://www.isro.gov.in/missions-0,ACT-Fibernet,115.4,N
https://www.isro.gov.in/,https://www.isro.gov.in/spacecraft,ACT-Fibernet,104.0,N
https://www.isro.gov.in/,https://www.isro.gov.in/launchers,ACT-Fibernet,591.8,N
https://www.isro.gov.in/,https://www.isro.gov.in/applications,ACT-Fibernet,75.6,N
https://www.isro.gov.in/,https://www.isro.gov.in/media,ACT-Fibernet,1584.0,N
https://www.isro.gov.in/,https://www.isro.gov.in/about-isro,ACT-Fibernet,104.0,N
https://www.isro.gov.in/,https://www.isro.gov.in/request-transponder-capacity,ACT-Fibernet,74.2,N
https://www.isro.gov.in/,https://www.isro.gov.in/chandrayaan2-home-0,ACT-Fibernet,319.4,N
https://www.isro.gov.in/,https://www.isro.gov.in/launcher/pslv-c51-amazonia-1,ACT-Fibernet,99.4,N
https://www.isro.gov.in/,https://www.isro.gov.in/launcher/pslv-c50-cms-01,ACT-Fibernet,448.0,N
https://www.isro.gov.in/,https://www.isro.gov.in/launcher/pslv-c49-eos-01,ACT-Fibernet,126.2,N
https://www.isro.gov.in/,https://www.isro.gov.in/commemoration-of-150th-birth-anniversary-of-mahatma-gandhiji,ACT-Fibernet,166.4,N
https://www.isro.gov.in/,https://www.isro.gov.in/Spacecraft/gsat-30,ACT-Fibernet,495.0,N
https://www.isro.gov.in/,https://www.isro.gov.in/launcher/pslv-c48-risat-2br1,ACT-Fibernet,434.6,N
https://www.isro.gov.in/,NA,ACT-Fibernet,NA,Y
https://www.isro.gov.in/,NA,ACT-Fibernet,NA,Y
https://www.isro.gov.in/,NA,ACT-Fibernet,NA,Y
https://www.isro.gov.in/,NA,ACT-Fibernet,NA,Y
https://www.isro.gov.in/,NA,ACT-Fibernet,NA,Y
https://www.isro.gov.in/,NA,ACT-Fibernet,NA,Y
https://www.isro.gov.in/,NA,ACT-Fibernet,NA,Y
https://www.isro.gov.in/,NA,ACT-Fibernet,NA,Y
https://www.isro.gov.in/,NA,ACT-Fibernet,NA,Y
https://www.isro.gov.in/,https://www.isro.gov.in/pslv-c51-amazonia-1/pslv-c51-amazonia-1-lift-and-board-camera-view,ACT-Fibernet,465.6,N
https://www.isro.gov.in/,https://www.isro.gov.in/pslv-c51-amazonia-1/pslv-c51-amazonia-1-lift-and-board-camera-view,ACT-Fibernet,250.4,N
https://www.isro.gov.in/,https://www.isro.gov.in/skill-development-programme,ACT-Fibernet,2452.6,N
https://www.isro.gov.in/,https://www.isro.gov.in/skill-development-programme,ACT-Fibernet,418.2,N
https://www.isro.gov.in/,https://www.isro.gov.in/capacity-building,ACT-Fibernet,78.2,N
https://www.isro.gov.in/,https://www.isro.gov.in/capacity-building,ACT-Fibernet,75.4,N
https://www.isro.gov.in/,https://www.isro.gov.in/pslv-c25-mars-orbiter-mission/phobos-imaged-mom-1st-july,ACT-Fibernet,96.6,N
https://www.isro.gov.in/,https://www.isro.gov.in/pslv-c25-mars-orbiter-mission/phobos-imaged-mom-1st-july,ACT-Fibernet,87.2,N
https://www.isro.gov.in/,https://www.isro.gov.in/irnss-programme,ACT-Fibernet,90.6,N
https://www.isro.gov.in/,https://www.isro.gov.in/irnss-programme,ACT-Fibernet,89.8,N
https://www.isro.gov.in/,https://www.isro.gov.in/applications,ACT-Fibernet,67.6,N
https://www.isro.gov.in/,https://www.isro.gov.in/applications,ACT-Fibernet,64.8,N
https://www.isro.gov.in/,https://mosdac.gov.in/gallery/index.html?=&prod=3DIMG_%2A_L1C_ASIA_MER_BIMG.jpg,ACT-Fibernet,240.4,N
https://www.isro.gov.in/,https://mosdac.gov.in/gallery/index.html?&prod=3DIMG_*_L1C_ASIA_MER_BIMG.jpg,ACT-Fibernet,51.2,N
https://www.isro.gov.in/,https://www.isro.gov.in/astrosat-0,ACT-Fibernet,221.6,N
https://www.isro.gov.in/,https://www.isro.gov.in/astrosat-0,ACT-Fibernet,91.6,N
https://www.isro.gov.in/,https://www.isro.gov.in/disaster-management-support/monsoon-floods-india-%E2%80%93-satellite-data-impact-assessment,ACT-Fibernet,539.6,N
https://www.isro.gov.in/,https://www.isro.gov.in/disaster-management-support/monsoon-floods-india-%E2%80%93-satellite-data-impact-assessment,ACT-Fibernet,418.2,N
https://www.isro.gov.in/,https://www.isro.gov.in/blast-past-%E2%80%94-observations-led-prl-scientist-enables-breakthrough-centuries-old-effort-to-unravel,ACT-Fibernet,541.8,N
https://www.isro.gov.in/,https://www.isro.gov.in/blast-past-%E2%80%94-observations-led-prl-scientist-enables-breakthrough-centuries-old-effort-to-unravel,ACT-Fibernet,444.4,N
https://www.isro.gov.in/,https://www.isro.gov.in/about-isro/isros-timeline-1960s-to-today,ACT-Fibernet,21693.4,N
https://www.isro.gov.in/,https://www.isro.gov.in/about-isro/isros-timeline-1960s-to-today,ACT-Fibernet,21628.2,N
https://www.isro.gov.in/,https://www.isro.gov.in/about-isro/isros-timeline-1960s-to-today,ACT-Fibernet,21620.2,N
https://www.isro.gov.in/,https://www.isro.gov.in/media,ACT-Fibernet,586.0,N
https://www.isro.gov.in/,https://www.isro.gov.in/media,ACT-Fibernet,527.2,N
https://www.isro.gov.in/,https://www.isro.gov.in/update/31-mar-2021/workshop-scientific-writing,ACT-Fibernet,303.6,N
https://www.isro.gov.in/,https://www.isro.gov.in/update/22-mar-2021/isro-makes-breakthrough-demonstration-of-free-space-quantum-key-distribution-qkd,ACT-Fibernet,261.6,N
https://www.isro.gov.in/,https://www.isro.gov.in/update/18-mar-2021/dr-k-sivan-chairman-isro-secretary-dos-inaugurates-3-space-technology-incubation,ACT-Fibernet,302.8,N
https://www.isro.gov.in/,https://www.isro.gov.in/update/17-mar-2021/dr-k-sivan-chairman-isro-secretary-dos-had-meeting-with-hrh-prince-sultan-bin,ACT-Fibernet,406.2,N
https://www.isro.gov.in/,https://www.isro.gov.in/update/11-mar-2021/dr-k-sivan-chairman-isro-secretary-dos-had-meeting-with-president-of-japan,ACT-Fibernet,268.6,N
https://www.isro.gov.in/,https://www.isro.gov.in/press-release,ACT-Fibernet,238.0,N
https://www.isro.gov.in/,https://www.isro.gov.in/updates-archivals,ACT-Fibernet,748.6,N
https://www.isro.gov.in/,https://www.isro.gov.in/tenders,ACT-Fibernet,153.2,N
https://www.isro.gov.in/,https://eprocure.isro.gov.in/,ACT-Fibernet,116.8,N
https://www.isro.gov.in/,https://eproc.isro.gov.in/,ACT-Fibernet,1171.4,N
https://www.isro.gov.in/,https://www.isro.gov.in/right-to-information,ACT-Fibernet,95.2,N
https://www.isro.gov.in/,https://www.isro.gov.in/node/1253,ACT-Fibernet,89.4,N
https://www.isro.gov.in/,https://www.isro.gov.in/publications-0,ACT-Fibernet,681.6,N
https://www.isro.gov.in/,https://www.isro.gov.in/careers-new,ACT-Fibernet,93.8,N
https://www.isro.gov.in/,https://www.isro.gov.in/sites/default/files/anual_report_2020-2021_english.pdf,ACT-Fibernet,28.0,N
https://www.isro.gov.in/,https://www.isro.gov.in/sites/default/files/anual_report_2020-2021_hindi.pdf,ACT-Fibernet,30.2,N
https://www.isro.gov.in/,https://www.isro.gov.in/monthly-summary-of-department-of-space,ACT-Fibernet,88.8,N
https://www.isro.gov.in/,https://www.isro.gov.in/sites/default/files/bilingual_100_sentences.pdf,ACT-Fibernet,23.2,N
https://www.isro.gov.in/,https://www.isro.gov.in/node/617,ACT-Fibernet,93.2,N
https://www.isro.gov.in/,https://www.isro.gov.in/node/619,ACT-Fibernet,442.8,N
https://www.isro.gov.in/,https://www.isro.gov.in/indias-space-policy-0,ACT-Fibernet,434.8,N
https://www.isro.gov.in/,https://www.isro.gov.in/about-isro/autonomous-bodies,ACT-Fibernet,448.6,N
https://www.isro.gov.in/,https://www.isro.gov.in/related-links,ACT-Fibernet,77.4,N
https://www.isro.gov.in/,https://www.isro.gov.in/hyperlinking-policy,ACT-Fibernet,73.6,N
https://www.isro.gov.in/,NA,ACT-Fibernet,NA,Y
https://www.isro.gov.in/,NA,ACT-Fibernet,NA,Y
https://www.isro.gov.in/,https://www.isro.gov.in/indigenisation-of-space-materials-ism-data-sheet,ACT-Fibernet,139.4,N
https://www.isro.gov.in/,http://www.nvsp.in/,ACT-Fibernet,492.6,N
https://www.isro.gov.in/,http://www.pib.gov.in/,ACT-Fibernet,670.0,N
https://www.isro.gov.in/,https://services.india.gov.in/,ACT-Fibernet,986.8,N
https://www.isro.gov.in/,http://cpao.nic.in/Pensioner/ppo_status.php,ACT-Fibernet,254.4,N
https://www.isro.gov.in/,https://indiacode.nic.in/,ACT-Fibernet,286.2,N
https://www.isro.gov.in/,NA,ACT-Fibernet,NA,Y
https://www.isro.gov.in/,http://www.facebook.com/isro,ACT-Fibernet,1086.0,N
https://www.isro.gov.in/,http://www.twitter.com/isro,ACT-Fibernet,181.6,N
https://www.isro.gov.in/,https://www.isro.gov.in/sitemap,ACT-Fibernet,242.6,N
https://www.isro.gov.in/,https://www.isro.gov.in/about-isro/isros-timeline-1960s-to-today,ACT-Fibernet,21629.6,N
https://www.isro.gov.in/,https://www.isro.gov.in/node/290,ACT-Fibernet,92.0,N
https://www.isro.gov.in/,https://www.isro.gov.in/node/146,ACT-Fibernet,74.8,N
https://www.isro.gov.in/,https://www.isro.gov.in/careers-new,ACT-Fibernet,86.2,N
https://www.isro.gov.in/,https://www.isro.gov.in/feed-back,ACT-Fibernet,86.2,N
https://www.isro.gov.in/,https://www.isro.gov.in/contact-us-1,ACT-Fibernet,524.4,N
https://www.isro.gov.in/,https://www.isro.gov.in/help,ACT-Fibernet,365.8,N
https://www.isro.gov.in/,https://www.isro.gov.in/update/20-feb-2020/public-notice,ACT-Fibernet,233.8,N
https://www.isro.gov.in/,https://www.isro.gov.in/node/148,ACT-Fibernet,74.4,N
https://www.isro.gov.in/,https://www.isro.gov.in/privacy-policy,ACT-Fibernet,68.2,N
https://www.isro.gov.in/,https://www.isro.gov.in/sites/default/files/cqw_isrowebsite_www_isro_gov_in.pdf,ACT-Fibernet,22.2,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/index.aspx,ACT-Fibernet,239.6,N
https://www.bits-pilani.ac.in/,NA,ACT-Fibernet,NA,Y
https://www.bits-pilani.ac.in/,NA,ACT-Fibernet,NA,Y
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/Overview,ACT-Fibernet,344.0,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/bitsFactsHistory,ACT-Fibernet,221.2,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/visitbits,ACT-Fibernet,557.6,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/AwardsandAccreditations,ACT-Fibernet,212.0,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/AQARS,ACT-Fibernet,281.2,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/TradeMarks,ACT-Fibernet,226.0,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/SSR,ACT-Fibernet,332.6,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/NIRF,ACT-Fibernet,256.6,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/AwardsAchievements,ACT-Fibernet,207.8,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/InstitutionalKnowledgeandAnalysisCell,ACT-Fibernet,202.6,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/officesAndAdministrationFirst,ACT-Fibernet,390.6,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/BITScan,ACT-Fibernet,464.0,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/Overview,ACT-Fibernet,185.4,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/bitsFactsHistory,ACT-Fibernet,187.4,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/visitbits,ACT-Fibernet,201.0,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/AwardsandAccreditations,ACT-Fibernet,197.6,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/AQARS,ACT-Fibernet,196.8,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/TradeMarks,ACT-Fibernet,182.0,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/SSR,ACT-Fibernet,192.4,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/NIRF,ACT-Fibernet,187.6,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/AwardsAchievements,ACT-Fibernet,197.6,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/InstitutionalKnowledgeandAnalysisCell,ACT-Fibernet,194.6,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/officesAndAdministrationFirst,ACT-Fibernet,193.4,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/BITScan,ACT-Fibernet,193.2,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/Overview,ACT-Fibernet,201.0,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/bitsFactsHistory,ACT-Fibernet,203.6,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/visitbits,ACT-Fibernet,188.4,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/AwardsandAccreditations,ACT-Fibernet,201.0,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/AQARS,ACT-Fibernet,187.2,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/TradeMarks,ACT-Fibernet,193.2,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/SSR,ACT-Fibernet,184.6,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/NIRF,ACT-Fibernet,182.2,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/AwardsAchievements,ACT-Fibernet,207.0,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/InstitutionalKnowledgeandAnalysisCell,ACT-Fibernet,183.4,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/officesAndAdministrationFirst,ACT-Fibernet,192.6,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/BITScan,ACT-Fibernet,223.8,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/Overview,ACT-Fibernet,209.0,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/bitsFactsHistory,ACT-Fibernet,212.6,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/visitbits,ACT-Fibernet,186.0,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/AwardsandAccreditations,ACT-Fibernet,226.6,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/AQARS,ACT-Fibernet,191.4,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/TradeMarks,ACT-Fibernet,183.0,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/SSR,ACT-Fibernet,181.4,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/NIRF,ACT-Fibernet,205.8,N
https://www.bits-pilani.ac.in/,https://www.bits-pilani.ac.in/AwardsAchievements,ACT-Fibernet,199.2,N
